Case ID,Complete Timestamp,Activity,Case ID_2,Complete Timestamp_2,Activity_2,Connection
Case 2722,2011-07-26 07:50:19,Assign seriousness,Case 2722,2011-07-28 09:02:16,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2722,2011-07-28 09:02:16,Take in charge ticket,Case 2722,2011-07-28 09:22:45,Wait,Take in charge ticket --> Wait
Case 2722,2011-07-28 09:22:45,Wait,Case 2722,2011-08-03 08:59:57,Wait,Wait --> Wait
Case 2722,2011-08-03 08:59:57,Wait,Case 2722,2011-08-03 09:50:07,Resolve ticket,Wait --> Resolve ticket
Case 2722,2011-08-03 09:50:07,Resolve ticket,Case 2722,2011-08-03 09:50:11,Resolve ticket,Resolve ticket --> Resolve ticket
Case 2722,2011-08-03 09:50:11,Resolve ticket,Case 2722,2011-09-10 09:00:26,Closed,Resolve ticket --> Closed
Case 2723,2012-06-06 14:54:08,Assign seriousness,Case 2723,2012-06-06 15:57:04,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2723,2012-06-06 15:57:04,Take in charge ticket,Case 2723,2012-06-07 12:43:39,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2723,2012-06-07 12:43:39,Resolve ticket,Case 2723,2012-06-07 15:31:25,Take in charge ticket,Resolve ticket --> Take in charge ticket
Case 2723,2012-06-07 15:31:25,Take in charge ticket,Case 2723,2012-06-08 16:33:34,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2723,2012-06-08 16:33:34,Resolve ticket,Case 2723,2012-07-07 15:00:31,Closed,Resolve ticket --> Closed
Case 2724,2011-09-22 14:38:56,Assign seriousness,Case 2724,2011-09-27 10:06:08,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2724,2011-09-27 10:06:08,Take in charge ticket,Case 2724,2011-09-28 13:10:00,Wait,Take in charge ticket --> Wait
Case 2724,2011-09-28 13:10:00,Wait,Case 2724,2011-09-28 14:17:24,Resolve ticket,Wait --> Resolve ticket
Case 2724,2011-09-28 14:17:24,Resolve ticket,Case 2724,2011-10-25 15:50:23,Closed,Resolve ticket --> Closed
Case 2725,2010-12-20 14:10:32,Assign seriousness,Case 2725,2010-12-20 16:38:15,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2725,2010-12-20 16:38:15,Take in charge ticket,Case 2725,2010-12-21 11:33:55,Wait,Take in charge ticket --> Wait
Case 2725,2010-12-21 11:33:55,Wait,Case 2725,2010-12-22 10:39:15,Take in charge ticket,Wait --> Take in charge ticket
Case 2725,2010-12-22 10:39:15,Take in charge ticket,Case 2725,2010-12-22 10:39:25,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2725,2010-12-22 10:39:25,Resolve ticket,Case 2725,2011-01-28 13:20:30,Closed,Resolve ticket --> Closed
Case 2726,2011-01-11 11:20:28,Assign seriousness,Case 2726,2011-01-12 11:31:25,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2726,2011-01-12 11:31:25,Take in charge ticket,Case 2726,2011-01-13 15:17:16,Wait,Take in charge ticket --> Wait
Case 2726,2011-01-13 15:17:16,Wait,Case 2726,2011-01-18 10:55:14,Take in charge ticket,Wait --> Take in charge ticket
Case 2726,2011-01-18 10:55:14,Take in charge ticket,Case 2726,2011-01-18 10:58:43,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2726,2011-01-18 10:58:43,Resolve ticket,Case 2726,2011-02-23 08:10:27,Closed,Resolve ticket --> Closed
Case 2727,2012-03-20 15:58:26,Assign seriousness,Case 2727,2012-03-21 08:35:08,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2727,2012-03-21 08:35:08,Take in charge ticket,Case 2727,2012-03-23 09:44:30,Wait,Take in charge ticket --> Wait
Case 2727,2012-03-23 09:44:30,Wait,Case 2727,2012-04-20 14:03:31,Take in charge ticket,Wait --> Take in charge ticket
Case 2727,2012-04-20 14:03:31,Take in charge ticket,Case 2727,2012-04-20 14:03:39,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2727,2012-04-20 14:03:39,Resolve ticket,Case 2727,2012-05-05 14:04:06,Closed,Resolve ticket --> Closed
Case 2728,2010-10-27 09:28:14,Assign seriousness,Case 2728,2010-10-27 09:29:09,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2728,2010-10-27 09:29:09,Take in charge ticket,Case 2728,2010-10-27 12:14:19,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2728,2010-10-27 12:14:19,Resolve ticket,Case 2728,2010-11-30 10:30:34,Closed,Resolve ticket --> Closed
Case 2729,2012-05-07 09:48:29,Assign seriousness,Case 2729,2012-05-07 09:48:48,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2729,2012-05-07 09:48:48,Take in charge ticket,Case 2729,2012-05-07 10:32:52,Wait,Take in charge ticket --> Wait
Case 2729,2012-05-07 10:32:52,Wait,Case 2729,2012-05-07 10:50:02,Resolve ticket,Wait --> Resolve ticket
Case 2729,2012-05-07 10:50:02,Resolve ticket,Case 2729,2012-06-22 10:10:40,Closed,Resolve ticket --> Closed
Case 273,2010-03-25 15:16:03,Assign seriousness,Case 273,2010-03-25 15:32:12,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 273,2010-03-25 15:32:12,Take in charge ticket,Case 273,2010-03-25 17:10:30,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 273,2010-03-25 17:10:30,Resolve ticket,Case 273,2010-04-27 14:20:22,Closed,Resolve ticket --> Closed
Case 2730,2010-11-08 17:17:32,Assign seriousness,Case 2730,2010-11-09 09:57:45,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2730,2010-11-09 09:57:45,Take in charge ticket,Case 2730,2010-11-09 09:57:58,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2730,2010-11-09 09:57:58,Resolve ticket,Case 2730,2010-12-15 17:00:31,Closed,Resolve ticket --> Closed
Case 2730,2010-12-15 17:00:31,Closed,Case 2730,2010-12-15 17:00:31,Closed,Closed --> Closed
Case 2731,2011-05-30 09:32:01,Assign seriousness,Case 2731,2011-05-30 09:32:39,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2731,2011-05-30 09:32:39,Take in charge ticket,Case 2731,2011-05-30 10:32:04,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2731,2011-05-30 10:32:04,Resolve ticket,Case 2731,2011-07-13 09:40:54,Closed,Resolve ticket --> Closed
Case 2732,2010-07-08 08:59:21,Assign seriousness,Case 2732,2010-08-05 09:52:17,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2732,2010-08-05 09:52:17,Take in charge ticket,Case 2732,2010-08-05 10:55:29,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2732,2010-08-05 10:55:29,Resolve ticket,Case 2732,2010-08-20 10:55:47,Closed,Resolve ticket --> Closed
Case 2733,2010-12-22 09:51:57,Assign seriousness,Case 2733,2010-12-22 10:03:37,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2733,2010-12-22 10:03:37,Take in charge ticket,Case 2733,2010-12-23 14:20:54,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2733,2010-12-23 14:20:54,Resolve ticket,Case 2733,2011-02-12 10:00:38,Closed,Resolve ticket --> Closed
Case 2734,2013-10-01 09:25:05,Assign seriousness,Case 2734,2013-10-01 12:38:06,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2734,2013-10-01 12:38:06,Take in charge ticket,Case 2734,2013-10-09 09:36:07,Wait,Take in charge ticket --> Wait
Case 2734,2013-10-09 09:36:07,Wait,Case 2734,2013-10-18 13:01:47,Resolve ticket,Wait --> Resolve ticket
Case 2734,2013-10-18 13:01:47,Resolve ticket,Case 2734,2013-11-02 14:02:07,Closed,Resolve ticket --> Closed
Case 2735,2011-07-18 10:05:43,Assign seriousness,Case 2735,2011-07-18 10:05:57,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2735,2011-07-18 10:05:57,Take in charge ticket,Case 2735,2011-07-20 08:17:20,Wait,Take in charge ticket --> Wait
Case 2735,2011-07-20 08:17:20,Wait,Case 2735,2011-08-03 14:02:11,Resolve ticket,Wait --> Resolve ticket
Case 2735,2011-08-03 14:02:11,Resolve ticket,Case 2735,2011-08-19 16:00:26,Closed,Resolve ticket --> Closed
Case 2736,2011-05-27 14:04:53,Assign seriousness,Case 2736,2011-05-27 14:05:15,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2736,2011-05-27 14:05:15,Take in charge ticket,Case 2736,2011-05-30 07:34:08,Wait,Take in charge ticket --> Wait
Case 2736,2011-05-30 07:34:08,Wait,Case 2736,2011-05-31 15:20:37,Take in charge ticket,Wait --> Take in charge ticket
Case 2736,2011-05-31 15:20:37,Take in charge ticket,Case 2736,2011-05-31 15:23:04,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2736,2011-05-31 15:23:04,Resolve ticket,Case 2736,2011-06-30 15:23:36,Closed,Resolve ticket --> Closed
Case 2737,2011-11-10 14:42:14,Assign seriousness,Case 2737,2011-11-11 08:09:00,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2737,2011-11-11 08:09:00,Take in charge ticket,Case 2737,2011-11-11 10:10:53,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2737,2011-11-11 10:10:53,Resolve ticket,Case 2737,2011-12-15 14:50:39,Closed,Resolve ticket --> Closed
Case 2738,2011-12-16 11:53:30,Assign seriousness,Case 2738,2011-12-21 15:24:06,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2738,2011-12-21 15:24:06,Take in charge ticket,Case 2738,2011-12-29 15:49:36,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2738,2011-12-29 15:49:36,Resolve ticket,Case 2738,2011-12-29 15:49:37,Resolve ticket,Resolve ticket --> Resolve ticket
Case 2738,2011-12-29 15:49:37,Resolve ticket,Case 2738,2012-02-02 12:00:25,Closed,Resolve ticket --> Closed
Case 2739,2012-04-23 15:42:07,Assign seriousness,Case 2739,2012-04-23 15:43:03,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2739,2012-04-23 15:43:03,Take in charge ticket,Case 2739,2012-04-24 12:13:36,Wait,Take in charge ticket --> Wait
Case 2739,2012-04-24 12:13:36,Wait,Case 2739,2012-05-14 15:05:40,Resolve ticket,Wait --> Resolve ticket
Case 2739,2012-05-14 15:05:40,Resolve ticket,Case 2739,2012-05-29 15:06:01,Closed,Resolve ticket --> Closed
Case 274,2012-04-20 10:47:22,Assign seriousness,Case 274,2012-04-26 08:37:56,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 274,2012-04-26 08:37:56,Take in charge ticket,Case 274,2012-04-26 12:19:28,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 274,2012-04-26 12:19:28,Resolve ticket,Case 274,2012-06-07 10:50:26,Closed,Resolve ticket --> Closed
Case 2740,2012-01-05 11:12:59,Assign seriousness,Case 2740,2012-01-05 11:13:25,Resolve ticket,Assign seriousness --> Resolve ticket
Case 2740,2012-01-05 11:13:25,Resolve ticket,Case 2740,2012-02-22 11:20:48,Closed,Resolve ticket --> Closed
Case 2741,2013-02-28 12:00:50,Assign seriousness,Case 2741,2013-03-11 11:36:10,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2741,2013-03-11 11:36:10,Take in charge ticket,Case 2741,2013-03-18 08:07:58,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2741,2013-03-18 08:07:58,Resolve ticket,Case 2741,2013-04-02 07:08:09,Closed,Resolve ticket --> Closed
Case 2742,2010-01-22 14:49:01,Assign seriousness,Case 2742,2010-01-22 14:49:10,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2742,2010-01-22 14:49:10,Take in charge ticket,Case 2742,2010-02-22 13:53:42,Take in charge ticket,Take in charge ticket --> Take in charge ticket
Case 2742,2010-02-22 13:53:42,Take in charge ticket,Case 2742,2010-02-22 13:53:49,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2742,2010-02-22 13:53:49,Resolve ticket,Case 2742,2010-03-09 13:54:07,Closed,Resolve ticket --> Closed
Case 2743,2010-12-22 10:47:01,Assign seriousness,Case 2743,2010-12-22 10:50:25,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2743,2010-12-22 10:50:25,Take in charge ticket,Case 2743,2010-12-30 08:49:42,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2743,2010-12-30 08:49:42,Resolve ticket,Case 2743,2011-01-10 15:06:21,Take in charge ticket,Resolve ticket --> Take in charge ticket
Case 2743,2011-01-10 15:06:21,Take in charge ticket,Case 2743,2011-01-11 10:24:57,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2743,2011-01-11 10:24:57,Resolve ticket,Case 2743,2011-01-26 10:25:15,Closed,Resolve ticket --> Closed
Case 2744,2011-02-24 09:00:36,Assign seriousness,Case 2744,2011-02-24 15:41:20,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2744,2011-02-24 15:41:20,Take in charge ticket,Case 2744,2011-02-25 13:48:35,Wait,Take in charge ticket --> Wait
Case 2744,2011-02-25 13:48:35,Wait,Case 2744,2011-03-18 14:45:38,Take in charge ticket,Wait --> Take in charge ticket
Case 2744,2011-03-18 14:45:38,Take in charge ticket,Case 2744,2011-03-18 14:45:45,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2744,2011-03-18 14:45:45,Resolve ticket,Case 2744,2011-04-02 14:15:27,Closed,Resolve ticket --> Closed
Case 2745,2010-04-07 08:55:57,Insert ticket,Case 2745,2010-04-07 08:57:25,Assign seriousness,Insert ticket --> Assign seriousness
Case 2745,2010-04-07 08:57:25,Assign seriousness,Case 2745,2010-04-07 09:15:58,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2745,2010-04-07 09:15:58,Take in charge ticket,Case 2745,2010-04-07 09:16:03,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2745,2010-04-07 09:16:03,Resolve ticket,Case 2745,2010-04-26 13:47:40,Take in charge ticket,Resolve ticket --> Take in charge ticket
Case 2745,2010-04-26 13:47:40,Take in charge ticket,Case 2745,2010-04-29 13:03:14,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2745,2010-04-29 13:03:14,Resolve ticket,Case 2745,2010-04-29 13:03:15,Resolve ticket,Resolve ticket --> Resolve ticket
Case 2745,2010-04-29 13:03:15,Resolve ticket,Case 2745,2010-05-14 13:03:32,Closed,Resolve ticket --> Closed
Case 2746,2010-06-08 14:49:26,Assign seriousness,Case 2746,2010-06-14 13:56:25,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2746,2010-06-14 13:56:25,Take in charge ticket,Case 2746,2010-06-14 13:56:53,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2746,2010-06-14 13:56:53,Resolve ticket,Case 2746,2010-07-09 14:50:20,Closed,Resolve ticket --> Closed
Case 2747,2011-12-13 11:43:53,Assign seriousness,Case 2747,2011-12-13 16:11:24,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2747,2011-12-13 16:11:24,Take in charge ticket,Case 2747,2011-12-15 15:51:18,Wait,Take in charge ticket --> Wait
Case 2747,2011-12-15 15:51:18,Wait,Case 2747,2011-12-23 10:07:13,Resolve ticket,Wait --> Resolve ticket
Case 2747,2011-12-23 10:07:13,Resolve ticket,Case 2747,2012-02-04 16:00:24,Closed,Resolve ticket --> Closed
Case 2748,2010-01-13 12:26:04,Assign seriousness,Case 2748,2010-01-19 09:26:05,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2748,2010-01-19 09:26:05,Take in charge ticket,Case 2748,2010-01-19 09:28:50,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2748,2010-01-19 09:28:50,Resolve ticket,Case 2748,2010-02-13 12:00:28,Closed,Resolve ticket --> Closed
Case 2749,2011-10-12 12:16:49,Assign seriousness,Case 2749,2011-10-26 15:56:03,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2749,2011-10-26 15:56:03,Take in charge ticket,Case 2749,2011-10-27 16:04:01,Wait,Take in charge ticket --> Wait
Case 2749,2011-10-27 16:04:01,Wait,Case 2749,2011-10-28 07:56:17,Resolve ticket,Wait --> Resolve ticket
Case 2749,2011-10-28 07:56:17,Resolve ticket,Case 2749,2011-11-12 14:21:27,Closed,Resolve ticket --> Closed
Case 275,2010-06-08 12:44:14,Assign seriousness,Case 275,2010-06-28 14:02:44,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 275,2010-06-28 14:02:44,Take in charge ticket,Case 275,2010-06-28 14:07:25,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 275,2010-06-28 14:07:25,Resolve ticket,Case 275,2010-07-13 14:07:44,Closed,Resolve ticket --> Closed
Case 2750,2012-03-22 08:44:39,Assign seriousness,Case 2750,2012-03-22 08:55:53,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2750,2012-03-22 08:55:53,Take in charge ticket,Case 2750,2012-03-22 09:53:44,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2750,2012-03-22 09:53:44,Resolve ticket,Case 2750,2012-04-29 07:50:31,Closed,Resolve ticket --> Closed
Case 2751,2011-02-18 15:15:26,Assign seriousness,Case 2751,2011-02-18 15:15:52,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2751,2011-02-18 15:15:52,Take in charge ticket,Case 2751,2011-02-21 08:12:35,Wait,Take in charge ticket --> Wait
Case 2751,2011-02-21 08:12:35,Wait,Case 2751,2011-03-04 09:18:27,Take in charge ticket,Wait --> Take in charge ticket
Case 2751,2011-03-04 09:18:27,Take in charge ticket,Case 2751,2011-03-04 09:18:42,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2751,2011-03-04 09:18:42,Resolve ticket,Case 2751,2011-04-07 14:21:13,Closed,Resolve ticket --> Closed
Case 2752,2012-07-17 15:19:30,Assign seriousness,Case 2752,2012-07-17 15:20:44,Resolve ticket,Assign seriousness --> Resolve ticket
Case 2752,2012-07-17 15:20:44,Resolve ticket,Case 2752,2012-09-01 15:20:26,Closed,Resolve ticket --> Closed
Case 2754,2011-04-05 08:48:28,Assign seriousness,Case 2754,2011-04-05 08:48:49,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2754,2011-04-05 08:48:49,Take in charge ticket,Case 2754,2011-04-06 09:31:40,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2754,2011-04-06 09:31:40,Resolve ticket,Case 2754,2011-05-06 08:50:21,Closed,Resolve ticket --> Closed
Case 2755,2011-07-14 08:39:50,Assign seriousness,Case 2755,2011-07-14 08:57:33,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2755,2011-07-14 08:57:33,Take in charge ticket,Case 2755,2011-07-14 09:08:19,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2755,2011-07-14 09:08:19,Resolve ticket,Case 2755,2011-08-16 08:40:19,Closed,Resolve ticket --> Closed
Case 2756,2010-09-28 15:30:04,Assign seriousness,Case 2756,2010-09-29 07:10:08,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2756,2010-09-29 07:10:08,Take in charge ticket,Case 2756,2010-09-29 07:10:31,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2756,2010-09-29 07:10:31,Resolve ticket,Case 2756,2010-10-29 15:42:29,Closed,Resolve ticket --> Closed
Case 2757,2012-02-24 14:02:00,Assign seriousness,Case 2757,2012-03-06 16:54:36,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2757,2012-03-06 16:54:36,Take in charge ticket,Case 2757,2012-03-08 10:51:17,Resolve ticket,Take in charge ticket --> Resolve ticket
Case 2757,2012-03-08 10:51:17,Resolve ticket,Case 2757,2012-04-23 13:17:31,Closed,Resolve ticket --> Closed
Case 2758,2011-11-03 16:30:45,Assign seriousness,Case 2758,2011-11-07 11:50:20,Take in charge ticket,Assign seriousness --> Take in charge ticket
Case 2758,2011-11-07 11:50:20,Take in charge ticket,Case 2758,2011-11-23 16:13:48,Wait,Take in charge ticket --> Wait
Case 2758,2011-11-23 16:13:48,Wait,Case 2758,2011-11-28 16:34:36,Resolve ticket,Wait --> Resolve ticket
Case 2758,2011-11-28 16:34:36,Resolve ticket,Case 2758,2011-12-13 16:34:48,Closed,Resolve ticket --> Closed
Case 2759,2011-11-11 14:57:19,Assign seriousness,Case 2759,2011-11-23 08:30:08,Take in charge ticket,Assign seriousness --> Take in charge ticket
