Case ID,Assign seriousness,Closed,Create SW anomaly,DUPLICATE,INVALID,Insert ticket,RESOLVED,Require upgrade,Resolve SW anomaly,Resolve ticket,Schedule intervention,Take in charge ticket,VERIFIED,Wait
Case 3123,2011-12-16 15:18:08,2012-01-30 02:02:55,,,,,,,,2011-12-19 14:07:17,,2011-12-19 08:36:00,,
Case 3124,2011-05-24 12:17:38,2011-07-15 12:20:47,,,,,,,,2011-05-24 14:04:06,,2011-05-24 12:18:02,,
Case 3125,2011-05-23 10:14:29,2011-06-23 10:20:27,,,,,,,,2011-05-27 12:39:00,,2011-05-25 07:24:39,,
Case 3126,2013-01-14 16:45:20,2013-02-14 10:06:58,,,,,,,,2013-01-30 10:06:37,,2013-01-29 10:21:37,,2013-01-29 13:57:37
Case 3127,2012-02-21 15:27:10,2012-03-24 08:33:32,,,,,,,,2012-03-09 08:33:25,,2012-02-21 15:27:19,,
Case 3128,2012-12-19 16:31:08,2013-01-19 10:07:51,,,,,,,,2013-01-04 10:07:38,,2013-01-02 08:45:03,,
Case 3129,2012-02-21 14:56:34,2012-03-29 09:36:35,,,,,,,,2012-03-14 10:36:17,,2012-02-22 08:38:57,,
Case 313,2013-04-03 14:32:41,2013-05-15 13:26:57,,,,,,2013-04-19 14:49:21,,2013-04-30 13:26:35,,2013-04-19 07:23:40,,2013-04-19 13:30:03
Case 3130,2010-03-09 08:18:19,2010-04-13 12:21:18,,,,,,,,2010-04-13 12:21:08,,2010-03-12 15:03:44,,
Case 3131,2011-03-07 14:30:32,2011-04-23 09:08:22,,,,,,,,2011-03-09 10:08:08,,2011-03-07 14:31:09,,2011-03-08 08:46:22
Case 3132,2010-06-15 09:02:11,2010-07-16 09:10:34,,,,,,,,2010-06-15 09:03:54,,2010-06-15 09:02:30,,
Case 3133,2012-06-14 15:58:59,2012-07-17 16:00:29,,,,,,,,2012-06-18 07:21:53,,2012-06-15 09:49:27,,
Case 3134,2012-04-16 12:19:07,2012-05-17 12:20:43,,,,,,,,2012-04-20 10:01:28,,2012-04-17 10:52:31,,
Case 3135,2012-01-23 09:23:20,2012-03-21 10:37:54,2012-02-14 12:00:54,,,,,,,2012-03-06 10:26:33,,2012-01-23 09:23:37,,
Case 3136,2011-02-24 16:48:06,2011-04-09 15:50:46,,,,,,,,2011-02-28 11:27:42,,2011-02-24 16:49:07,,
Case 3137,2011-08-01 10:31:31,2011-09-01 10:40:38,,,,,,,,2011-08-12 14:30:16,,,,
Case 3138,2011-05-10 08:46:22,2011-06-18 13:26:31,,,,,,,,2011-06-03 13:26:16,,2011-05-17 15:35:03,,2011-05-20 09:32:21
Case 3139,2013-02-25 09:32:30,2013-03-28 14:35:23,,,,,,2013-03-05 08:09:19,,2013-03-13 14:35:07,,2013-03-05 08:09:04,,
Case 314,2011-04-14 08:29:40,2011-05-28 08:30:33,,,,,,,,2011-04-18 09:57:59,,2011-04-18 09:50:42,,
Case 3140,2012-06-12 15:01:48,2012-07-13 15:11:35,,,,,,,,2012-06-12 15:11:21,,2012-06-12 15:09:26,,
Case 3141,2012-04-23 10:03:11,2012-05-24 10:13:28,,,,,,,,2012-05-08 09:18:57,,2012-04-26 13:06:29,,
Case 3142,2013-06-21 07:25:08,2013-07-24 15:53:58,,,,,,,,2013-07-09 15:53:41,,2013-06-21 14:46:00,,2013-06-21 15:20:31
Case 3143,2012-06-29 10:31:58,2012-08-02 08:13:04,,,,,,,,2012-07-05 07:49:08,,2012-07-03 07:43:06,,2012-07-05 07:43:34
Case 3144,2011-12-28 15:00:50,2012-02-10 15:10:53,,,,,,,,2011-12-28 15:49:11,,2011-12-28 15:37:34,,
Case 3145,2013-04-05 13:37:32,2013-05-14 10:16:55,,,,,,,,2013-04-29 10:16:42,,2013-04-22 08:48:41,,2013-04-23 12:24:18
Case 3146,2012-01-16 08:37:34,2012-02-29 08:40:21,,,,,,,,2012-01-18 16:24:43,,2012-01-16 08:39:50,,
Case 3147,2011-01-21 09:43:13,2011-03-02 16:59:30,,,,,,,,2011-02-15 16:59:21,,2011-01-27 08:24:28,,
Case 3149,2010-03-23 13:44:27,2010-04-30 12:51:02,,,,,,,,2010-03-23 14:04:11,,2010-03-23 14:04:06,,
Case 315,2010-11-09 15:17:13,2010-12-21 15:22:22,,,,,,,,2010-12-06 15:22:11,,2010-11-09 15:17:47,,2010-11-18 15:11:59
Case 3150,2010-04-07 15:59:09,2010-05-28 13:14:17,,,,2010-04-07 15:58:49,,,,2010-05-13 13:14:09,,2010-04-09 15:35:32,,2010-04-09 15:36:47
Case 3151,2010-04-20 14:29:47,2010-06-18 08:11:19,,,,,,,,2010-06-03 08:10:58,,2010-06-03 08:00:57,,
Case 3152,2011-04-08 09:13:41,2011-06-05 12:58:19,,,,,,,,2011-04-21 12:57:48,,2011-04-08 09:16:34,,2011-04-08 09:18:30
Case 3153,2010-12-23 09:03:37,2011-02-02 16:40:27,,,,,,,,2010-12-29 16:09:17,,2010-12-23 09:22:38,,2010-12-23 09:52:16
Case 3154,2011-11-09 08:33:24,2011-12-10 08:40:35,,,,,,,,2011-11-17 15:55:49,,2011-11-14 10:38:25,,
Case 3155,2011-04-20 08:25:20,2011-05-28 08:30:55,,,,,,,,2011-04-20 12:55:00,,2011-04-20 08:26:25,,
Case 3157,2012-01-09 13:24:02,2012-02-09 13:50:16,,,,,,,,2012-01-13 11:02:55,,2012-01-09 13:24:20,,2012-01-13 10:42:10
Case 3158,2012-06-28 10:12:13,2012-08-05 10:20:24,,,,,,,,2012-06-29 13:00:14,,2012-06-28 10:53:09,,
Case 316,2010-09-03 08:38:27,2010-10-13 08:40:41,,,,,,,,2010-09-06 15:28:17,,2010-09-06 15:27:05,,
Case 3160,2012-04-18 09:00:37,2012-05-19 09:10:16,,,,,,,,2012-04-19 12:49:21,,2012-04-18 09:00:44,,
Case 3161,2012-05-18 09:39:00,2012-07-16 09:40:41,,,,,,,,2012-05-21 07:13:12,,2012-05-18 12:02:51,,
Case 3162,2011-10-13 14:00:17,2011-11-26 15:10:34,,,,,,,,2011-10-17 08:37:19,,,,
Case 3163,2010-07-27 12:46:07,2010-09-09 12:50:19,,,,,,,,2010-07-27 13:21:16,,2010-07-27 13:01:41,,2010-07-29 09:18:48
Case 3164,2011-05-04 10:21:43,2011-06-08 07:27:26,,,,,,,,2011-05-24 07:27:10,,2011-05-20 07:10:32,,
Case 3165,2012-01-19 16:52:03,2012-02-25 17:00:19,,,,,,,,2012-01-19 16:52:37,,,,
Case 3166,2012-01-31 14:16:30,2012-03-17 14:20:39,,,,,,,,2012-01-31 16:59:16,,2012-01-31 15:58:01,,
Case 3167,2010-07-01 08:41:38,2010-08-03 08:50:21,,,,,,,,2010-07-01 08:47:56,,2010-07-01 08:46:30,,
Case 3168,2010-02-10 09:16:26,2010-04-01 09:05:51,,,,,,,,2010-03-17 10:05:36,,2010-02-15 16:19:28,,
Case 3169,2011-10-04 12:51:45,2011-11-17 14:00:35,,,,,,,,2011-10-04 13:43:46,,2011-10-04 13:09:08,,
Case 317,2013-09-24 07:24:55,2013-11-02 16:31:07,,,,,,2013-10-10 06:53:09,,2013-10-18 15:30:47,,2013-09-24 07:25:43,,
Case 3170,2010-12-27 13:12:08,2011-02-02 11:20:27,,,,,,,,2011-01-13 13:29:31,,2010-12-27 14:07:44,,2010-12-27 14:23:30
Case 3171,2012-04-23 09:06:09,2012-06-09 09:10:33,,,,,,,,2012-04-23 09:16:20,,2012-04-23 09:09:21,,
Case 3172,2013-08-30 14:15:24,2013-10-22 14:23:57,,,,,,,,2013-10-07 14:23:44,,2013-09-10 10:01:55,,2013-09-16 07:13:56
Case 3173,2011-01-25 11:58:52,2011-03-12 12:00:40,,,,,,,,2011-01-25 13:33:25,,2011-01-25 13:32:54,,
Case 3174,2011-06-14 10:00:16,2011-07-15 10:10:29,,,,,,,,2011-06-14 10:52:30,,2011-06-14 10:00:46,,
Case 3175,2011-11-02 08:53:44,2011-12-03 16:30:21,,,,,,,,2011-11-18 15:28:58,,2011-11-03 11:48:59,,2011-11-17 17:07:00
Case 3176,2013-05-22 07:14:24,2013-06-22 09:44:38,,,,,,2013-06-05 16:32:50,,2013-06-07 09:44:14,,2013-05-22 07:14:48,,2013-06-07 09:14:33
Case 3177,2010-07-28 12:53:11,2010-09-10 13:00:42,,,,,,,,2010-07-28 12:54:18,,2010-07-28 12:53:24,,
Case 3178,2012-04-17 08:44:54,2012-06-02 08:50:25,,,,,,,,2012-04-17 09:37:54,,,,
Case 3179,2010-04-15 09:52:21,2010-06-03 11:05:48,,,,,,,,2010-05-04 11:05:25,,2010-05-03 12:47:13,,
Case 318,2012-05-28 14:36:21,2012-06-28 14:40:27,,,,,,,,2012-05-31 07:51:47,,2012-05-30 11:01:54,,
Case 3180,2012-08-08 10:54:15,2012-09-09 11:01:22,,,,,,,,2012-08-09 14:44:25,,2012-08-09 13:16:10,,
Case 3181,2011-10-21 09:49:51,2011-11-23 10:50:19,,,,,,,,2011-11-02 14:19:22,,2011-10-27 10:30:11,,
Case 3182,2012-08-03 10:59:34,2012-09-05 12:15:02,,,,,,,,2012-08-21 12:14:43,,2012-08-20 12:48:18,,2012-08-20 13:39:06
Case 3183,2011-01-03 11:32:21,2011-02-10 11:43:49,,,,,,,,2011-01-26 11:43:35,,2011-01-20 11:37:23,,2011-01-24 09:12:07
Case 3184,2013-01-28 15:38:53,2013-03-01 09:37:53,,,,,,,,2013-02-14 09:37:40,,2013-02-13 15:51:02,,2013-02-13 15:55:49
Case 3185,2010-02-23 10:23:50,2010-04-08 09:30:20,2010-02-23 15:40:54,,,,,,,2010-02-23 15:41:00,,2010-02-23 10:24:02,,
Case 3186,2013-05-23 14:14:26,2013-06-27 11:01:14,,,,,,,,2013-06-12 11:00:50,,2013-06-10 08:00:11,,2013-06-11 06:57:19
Case 3187,2010-03-16 07:57:21,2010-04-30 16:00:29,,,,,,,,2010-03-19 11:09:58,,2010-03-19 11:09:53,,
Case 3188,2012-08-29 07:29:10,2012-09-29 07:53:12,,,,,,,,2012-09-14 07:52:56,,2012-08-29 07:29:41,,
Case 3189,2012-07-20 10:17:11,2012-09-02 10:20:27,,,,,,,,2012-07-25 09:34:12,,2012-07-20 10:17:23,,
Case 319,2010-12-28 16:23:40,2011-02-05 14:37:10,,,,,,,,2011-01-21 14:36:56,,2011-01-18 15:33:26,,2011-01-18 15:40:19
Case 3190,2012-06-04 08:19:01,2012-08-02 08:20:32,,,,,,,,2012-06-04 08:59:01,,2012-06-04 08:58:47,,
Case 3191,2011-07-19 09:29:16,2011-09-15 12:53:57,,,,,,,,2011-08-31 12:53:38,,2011-07-28 13:20:02,,2011-07-28 13:20:14
Case 3192,2013-06-19 09:24:09,2013-08-16 12:09:30,2013-06-28 11:02:36,,,,,,,2013-08-01 12:09:16,,2013-06-19 09:25:26,,
Case 3193,2010-10-18 13:40:40,2010-11-20 14:51:15,,,,,,,,2010-10-19 15:10:12,,2010-10-19 09:23:21,,
Case 3194,2011-03-11 10:09:22,2011-04-13 09:10:35,,,,,,,,2011-03-11 16:11:04,,2011-03-11 13:58:00,,
Case 3195,2011-04-20 09:57:44,2011-05-21 10:00:29,,,,,,,,2011-04-26 09:20:46,,2011-04-20 09:58:25,,
Case 3196,2010-05-12 10:22:46,2010-07-01 08:49:30,,,,2010-05-12 10:21:25,,,,2010-06-16 08:49:10,,2010-05-13 14:23:05,,2010-05-13 14:23:40
Case 3197,2011-01-25 16:28:06,2011-02-25 16:30:32,,,,,,,,2011-01-27 08:00:06,,2011-01-27 07:59:59,,
Case 3198,2011-12-12 16:57:36,2012-01-27 15:50:16,,,,,,,,2011-12-28 15:49:50,,2011-12-13 09:12:00,,
Case 3199,2012-05-17 12:05:37,2012-06-30 07:47:16,,,,,,,,2012-05-31 07:46:44,,2012-05-18 15:26:24,,
Case 32,2011-04-27 07:38:44,2011-06-04 07:40:30,,,,,,,,2011-04-28 08:18:08,,2011-04-27 12:46:13,,
Case 320,2010-12-27 16:12:53,2011-02-04 10:49:01,,,,,,,,2011-01-20 10:48:38,,2010-12-27 16:51:07,,
Case 3200,2010-12-28 15:53:17,2011-02-04 16:00:31,,,,,,,,2010-12-30 11:10:00,,2010-12-28 16:02:21,,
Case 3201,2011-11-17 16:12:04,2011-12-27 14:50:49,,,,,,,,2011-11-29 10:02:27,,2011-11-22 11:29:33,,2011-11-22 11:31:06
Case 3202,2011-09-14 09:00:15,2011-10-15 09:10:30,,,,,,,,2011-09-16 13:47:59,,2011-09-15 10:46:41,,
Case 3203,2010-03-17 13:26:12,2010-04-25 09:21:42,,,,,,,,2010-03-26 10:21:17,,2010-03-24 11:08:19,,
Case 3204,2012-02-02 15:35:29,2012-03-06 15:40:26,,,,,,,,2012-02-06 13:59:13,,2012-02-03 16:58:01,,
Case 3205,2012-02-07 13:31:23,2012-03-09 13:40:17,,,,,,,,2012-02-08 14:10:26,,2012-02-08 08:58:10,,
Case 3206,2012-01-09 09:59:35,2012-02-09 10:00:25,,,,,,,,2012-01-12 15:24:44,,2012-01-09 09:59:52,,
Case 3207,2011-10-10 07:19:03,2011-11-16 08:28:30,,,,,,,,2011-10-10 15:26:26,,,,
Case 3208,2011-11-09 08:29:37,2011-12-25 08:31:49,,,,,,,,2011-11-10 11:03:53,,2011-11-09 08:29:54,,
Case 3209,2010-10-26 15:18:09,2010-11-27 16:20:22,,,,,,,,2010-10-26 15:19:35,,2010-10-26 15:19:28,,
Case 321,2010-07-01 09:53:02,2010-08-14 10:00:29,,,,,,,,2010-07-02 12:39:50,,2010-07-01 16:43:16,,2010-07-01 16:55:02
Case 3210,2011-07-05 07:38:13,2011-08-12 07:40:34,,,,,,,,2011-07-05 07:41:14,,2011-07-05 07:39:27,,
Case 3211,2011-11-17 08:37:15,2012-01-14 09:29:19,,,,,,,,2011-12-30 09:28:53,,2011-12-12 09:40:47,,2011-12-12 09:41:08
Case 3212,2013-07-11 08:17:03,2013-08-13 13:05:41,,,,,,,,2013-07-29 13:05:21,,2013-07-25 07:46:38,,2013-07-25 11:03:22
Case 3213,2010-11-18 16:20:30,2010-12-29 09:45:10,,,,,,,,2010-12-14 09:44:55,,2010-12-09 09:46:33,,
Case 3214,2012-09-05 15:05:25,2012-10-27 10:23:42,2012-09-21 07:17:58,,,,,,,2012-10-12 10:23:31,,2012-09-12 09:42:16,,
Case 3215,2012-07-17 15:38:54,2012-09-06 08:46:43,,,,,,,,2012-08-22 08:46:25,,2012-07-27 08:39:28,,
Case 3216,2011-05-03 15:04:13,2011-06-09 15:10:48,,,,,,,,2011-05-05 08:17:28,,2011-05-03 15:04:48,,
Case 3217,2010-12-27 13:42:51,2011-02-10 09:06:28,,,,,,,,2011-01-26 09:06:04,,2011-01-21 14:31:33,,
Case 3218,2011-11-17 08:17:41,2011-12-20 08:20:36,,,,,,,,2011-11-17 14:02:04,,2011-11-17 08:17:52,,
Case 3219,2011-03-03 11:22:28,2011-04-05 10:30:38,,,,,,,,2011-03-18 09:23:02,,2011-03-03 11:23:08,,
Case 322,2010-11-25 11:50:31,2010-12-28 15:44:23,,,,,,,,2010-12-13 15:44:04,,2010-11-25 11:50:46,,2010-11-26 10:27:40
Case 3220,2011-07-28 10:03:27,2011-09-24 09:28:45,,,,,,,,2011-09-09 09:28:02,,2011-08-03 07:13:42,,
Case 3221,2012-06-13 07:21:13,2012-07-14 07:30:29,,,,,,,,2012-06-14 13:38:59,,2012-06-14 09:45:16,,
Case 3222,2013-06-04 09:16:04,2013-07-19 09:38:09,,,,,,,,2013-07-04 09:37:50,,2013-07-03 17:03:34,,
Case 3223,2011-11-04 11:04:10,2011-12-29 11:31:54,2011-11-18 16:32:10,,,,,,,2011-11-25 16:52:24,,2011-11-10 11:13:25,,
Case 3224,2011-08-05 13:01:38,2011-09-07 13:10:56,,,,,,,,2011-08-05 16:04:10,,2011-08-05 16:02:03,,
Case 3225,2012-02-09 16:30:42,2012-03-13 16:40:23,,,,,,,,2012-02-27 13:20:58,,2012-02-09 16:30:50,,
Case 3226,2013-05-06 15:48:44,2013-06-06 09:49:11,,,,,,,,2013-05-22 09:48:53,,,,
Case 3227,2011-04-19 09:38:12,2011-06-02 09:41:50,,,,,,,,2011-04-20 16:25:23,,2011-04-20 15:54:40,,
Case 3228,2010-08-13 13:22:07,2010-09-24 07:43:13,,,,,,,,2010-09-09 07:43:03,,2010-09-08 15:46:40,,
Case 3229,2013-02-21 15:32:40,2013-03-26 09:49:29,,,,,,,,2013-03-11 09:49:17,,2013-03-11 08:11:54,,
Case 323,2013-11-26 13:37:33,2014-01-03 09:58:58,,,,,,,,2013-12-19 09:58:37,,2013-12-11 13:19:51,,2013-12-11 13:20:26
Case 3230,2010-05-26 09:06:03,2010-07-10 09:10:33,,,,,,,,2010-05-27 08:39:20,,2010-05-26 09:41:30,,
Case 3231,2013-01-08 11:55:22,2013-02-19 13:51:36,,,,,,,,2013-02-04 13:51:21,,2013-01-08 11:55:41,,
Case 3232,2010-11-23 09:57:22,2011-01-06 10:00:20,,,,,,,,2010-11-24 10:59:11,,2010-11-24 10:39:54,,
Case 3233,2013-09-16 15:52:13,2013-10-23 12:49:59,,,,,,,,2013-10-08 12:49:41,,2013-09-16 15:53:53,,
Case 3235,2011-06-22 13:55:23,2011-07-23 14:00:30,,,,,,,,2011-06-22 15:02:20,,2011-06-22 14:34:58,,
Case 3236,2012-07-16 10:15:14,2012-09-07 10:20:40,,,,,,,,2012-07-16 13:23:52,,2012-07-16 10:15:52,,
Case 3237,2012-05-25 10:42:05,2012-06-27 10:51:06,,,,,,,,2012-05-25 14:02:21,,2012-05-25 10:42:21,,
Case 3238,2010-02-10 08:42:57,2010-03-31 07:51:20,,,,,,,,2010-03-16 08:51:06,,2010-02-16 11:50:53,,2010-02-16 11:50:57
Case 3239,2013-06-21 10:10:09,2013-08-13 08:26:31,,,,,,,,2013-07-29 08:26:17,,,,
Case 3240,2012-08-13 15:07:18,2012-09-15 08:23:09,,,,,,,,2012-08-16 08:22:40,,2012-08-14 13:17:21,,
Case 3241,2011-12-27 11:51:00,2012-01-27 12:00:24,,,,,,,,2011-12-29 16:13:51,,2011-12-27 11:51:10,,
Case 3242,2012-06-13 12:58:51,2012-07-14 13:00:33,,,,,,,,2012-06-13 15:18:03,,,,
Case 3243,2012-07-03 10:42:15,2012-09-01 08:13:01,,,,,,,,2012-07-04 15:06:53,,2012-07-04 08:14:42,,
Case 3244,2010-04-22 13:33:11,2010-06-03 14:42:19,,,,2010-04-22 13:32:29,,,,2010-05-19 14:42:03,,2010-05-04 13:50:07,,
Case 3245,2012-06-15 10:51:04,2012-07-29 11:00:42,,,,,,,,2012-06-22 15:19:55,,2012-06-18 09:04:21,,
Case 3246,2011-08-12 14:55:50,2011-09-14 15:00:27,,,,,,,,2011-08-22 10:52:56,,2011-08-18 07:29:02,,
Case 3247,2010-12-15 09:56:06,2011-01-30 10:00:36,,,,,,,,2010-12-15 09:56:56,,2010-12-15 09:56:20,,
Case 3248,2010-08-10 09:41:51,2010-09-23 09:50:27,,,,,,,,2010-08-23 07:41:33,,2010-08-23 07:37:47,,
Case 3249,2012-08-10 09:34:02,2012-09-28 12:53:51,,,,,,2012-08-20 08:22:36,,2012-09-13 12:53:30,,2012-08-13 08:28:26,,
Case 325,2011-02-01 14:02:03,2011-03-08 14:06:41,,,,,,,,2011-02-21 14:06:23,,2011-02-15 16:52:51,,
Case 3250,2011-02-17 16:48:02,2011-04-02 14:15:32,,,,,,,,2011-03-18 15:05:46,,2011-02-17 16:48:50,,2011-03-02 11:05:05
Case 3251,2013-09-20 11:16:38,2013-11-07 16:43:47,,,,,,,,2013-10-23 15:43:38,,2013-09-20 11:17:00,,2013-09-20 11:17:30
Case 3252,2011-02-04 09:27:56,2011-04-01 09:10:35,,,,,,,,2011-02-10 14:57:02,,2011-02-09 11:28:50,,2011-02-09 14:12:23
Case 3253,2013-01-07 14:32:01,2013-02-16 10:53:03,,,,,,,,2013-02-01 10:52:49,,2013-01-31 13:42:02,,
Case 3255,2012-01-19 13:34:53,2012-03-10 16:08:05,,,,,,,,2012-02-09 16:07:29,,2012-02-03 11:50:17,,
Case 3256,2010-06-04 16:01:28,2010-07-07 16:00:26,,,,,,,,2010-06-21 08:48:30,,2010-06-07 09:16:40,,2010-06-08 09:33:35
Case 3257,2011-09-14 10:39:08,2011-11-05 11:20:37,,,,,,,,2011-09-20 13:21:13,,2011-09-16 10:55:11,,2011-09-16 13:48:46
Case 3258,2012-01-19 16:22:25,2012-02-21 16:30:30,,,,,,,,2012-01-19 16:22:42,,,,
Case 3259,2012-02-29 10:44:38,2012-03-31 09:50:56,,,,,,,,2012-03-05 09:45:26,,2012-02-29 10:44:47,,
Case 326,2013-03-08 17:04:38,2013-04-23 13:53:19,,,,,,2013-03-25 15:08:34,,2013-04-08 13:53:01,,2013-03-25 08:12:43,,
Case 3260,2012-08-08 15:21:59,2012-09-08 10:30:31,,,,,,,,2012-08-09 09:25:53,,2012-08-09 08:57:31,,
Case 3261,2010-03-29 10:13:31,2010-05-27 10:20:52,,,,,,,,2010-03-31 08:30:06,,2010-03-30 08:53:46,,
Case 3262,2013-02-19 09:50:36,2013-03-26 10:57:00,,,,,,,,2013-03-11 10:56:47,,2013-02-20 16:54:49,,
Case 3263,2012-05-22 07:23:27,2012-07-07 07:30:26,,,,,,,,2012-05-30 10:50:39,,2012-05-23 07:21:09,,
Case 3264,2012-04-12 08:17:09,2012-05-24 07:19:49,,,,,,,,2012-05-09 07:19:30,,2012-04-12 08:29:31,,2012-04-24 07:43:17
Case 3265,2011-11-24 11:51:47,2011-12-27 12:00:16,,,,,,,,2011-11-28 10:00:14,,2011-11-24 13:57:48,,
Case 3266,2010-08-10 13:59:13,2010-09-23 14:00:20,,,,,,,,2010-08-10 15:13:46,,2010-08-10 14:21:31,,
Case 3267,2011-10-12 14:17:32,2011-11-12 15:21:16,,,,,,,,2011-10-17 12:55:41,,2011-10-13 10:47:30,,
Case 3268,2012-07-09 15:47:34,2012-09-06 15:50:48,,,,,,,,2012-07-09 15:53:27,,2012-07-09 15:53:00,,
Case 3269,2012-03-08 13:40:27,2012-04-10 12:52:36,,,,,,,,2012-03-08 13:55:56,,2012-03-08 13:40:40,,
Case 327,2010-04-12 09:39:32,2010-05-14 14:33:43,,,,,,,,2010-04-29 14:33:23,,2010-04-29 14:33:17,,
Case 3270,2011-03-18 08:38:46,2011-04-23 09:20:21,,,,,,,,2011-03-21 11:24:48,,2011-03-18 09:28:20,,2011-03-18 09:40:04
Case 3271,2011-10-24 12:15:33,2011-12-20 16:34:18,,,,,,,2011-11-17 16:57:22,2011-12-05 16:33:58,,2011-10-27 13:22:19,,
Case 3272,2012-05-08 16:12:26,2012-06-08 16:00:54,,,,,,,,2012-05-11 15:41:37,,2012-05-08 16:12:39,,
Case 3273,2013-01-28 10:59:09,2013-02-28 10:19:20,,,,,,,,2013-02-13 10:19:03,,2013-02-13 09:18:12,,
Case 3274,2011-04-14 14:47:16,2011-05-28 14:50:31,,,,,,,,2011-04-26 08:29:11,,2011-04-26 07:32:17,,2011-04-26 08:05:00
Case 3275,2012-01-11 08:48:44,2012-02-11 08:50:33,,,,,,,,2012-01-11 10:22:51,,2012-01-11 08:52:55,,
Case 3276,2013-08-08 08:04:05,2013-09-24 08:23:33,,,,,,2013-08-26 07:58:51,,2013-09-09 08:23:19,,2013-08-26 07:15:00,,
Case 3277,2011-03-23 15:35:05,2011-05-06 14:40:26,,,,,,,,2011-03-24 14:54:35,,2011-03-23 15:35:39,,
Case 3278,2011-04-13 07:33:52,2011-06-04 14:21:16,,,,,,,,2011-04-15 15:44:19,,2011-04-13 07:34:13,,2011-04-13 09:09:24
Case 3279,2011-11-24 10:10:50,2012-01-14 08:13:59,,,,,,,,2011-12-15 08:13:34,,2011-12-02 11:48:37,,2011-12-05 14:22:49
Case 328,2012-01-10 09:59:44,2012-02-10 10:00:22,,,,,,,,2012-01-10 11:07:13,,2012-01-10 09:59:56,,
Case 3280,2011-05-20 09:33:31,2011-06-26 09:40:38,,,,,,,,2011-05-24 09:30:14,,2011-05-23 12:25:04,,
Case 3281,2012-07-24 09:38:20,2012-09-06 09:40:24,,,,,,,,2012-07-25 07:29:44,,2012-07-25 07:22:47,,
Case 3282,2012-01-09 10:06:53,2012-02-16 10:10:35,,,,,,,,2012-01-09 10:42:43,,2012-01-09 10:07:36,,
Case 3283,2012-02-22 09:46:22,2012-03-24 09:50:32,,,,,,,,2012-03-07 11:24:02,,2012-02-22 13:52:22,,
Case 3284,2011-11-11 08:28:00,2011-12-21 08:30:34,,,,,,,,2011-11-11 09:44:19,,2011-11-11 08:42:22,,
Case 3285,2012-04-23 10:34:25,2012-06-08 10:40:31,,,,,,,,2012-05-04 09:32:59,,2012-04-26 10:56:11,,
Case 3286,2011-05-18 07:21:25,2011-06-21 16:17:03,,,,,,,,2011-06-06 16:15:57,,2011-05-30 09:57:12,,
Case 3287,2010-08-23 12:21:35,2010-10-05 08:52:29,,,,,,,,2010-09-20 08:52:05,,2010-08-23 12:22:02,,2010-08-23 12:22:19
Case 3288,2012-09-03 09:56:06,2012-10-06 08:36:11,,,,,,,,2012-09-21 08:35:54,,2012-09-03 09:56:44,,2012-09-04 08:09:25
Case 3289,2013-05-17 08:46:42,2013-06-29 12:47:37,,,,,,,,2013-06-14 12:47:25,,2013-06-12 09:38:53,,
Case 329,2011-10-28 11:03:05,2011-12-02 08:54:09,,,,,,,,2011-11-02 08:43:41,,2011-11-02 08:42:11,,
Case 3290,2012-06-28 13:37:57,2012-08-15 13:40:24,,,,,,,,2012-06-29 13:31:10,,2012-06-29 12:57:21,,
Case 3292,2010-08-02 14:11:07,2010-09-02 14:20:17,,,,,,,,2010-08-03 07:59:14,,2010-08-02 15:12:28,,2010-08-02 15:14:30
Case 3293,2012-01-23 08:34:55,2012-02-23 08:40:45,,,,,,,,2012-01-24 11:25:45,,,,
Case 3294,2013-01-31 13:56:18,2013-03-08 14:49:22,,,,,,,,2013-02-21 14:49:07,,2013-02-01 15:08:32,,2013-02-07 09:53:45
Case 3295,2011-02-25 15:21:24,2011-04-06 15:26:26,,,,,,,,2011-03-07 16:26:02,,2011-02-25 15:21:42,,2011-02-25 15:21:50
Case 3296,2011-01-03 14:46:04,2011-02-08 13:28:08,,,,,,,,2011-01-24 13:27:54,,2011-01-17 15:58:04,,
Case 3297,2012-01-10 11:33:53,2012-02-10 11:40:23,,,,,,,,2012-01-16 08:42:08,,,,
Case 3298,2010-11-17 16:15:08,2010-12-18 16:20:16,,,,,,,,2010-11-19 10:25:29,,2010-11-18 14:17:17,,
Case 3299,2012-06-04 10:49:17,2012-08-02 10:50:28,,,,,,,,2012-06-04 12:36:11,,2012-06-04 10:49:25,,
Case 33,2013-04-29 13:22:48,2013-05-30 10:19:20,,,,,,,,2013-05-15 10:19:05,,2013-05-14 14:53:46,,
Case 330,2010-10-05 15:07:26,2010-11-05 16:10:23,,,,,,,,2010-10-08 13:55:02,,2010-10-08 10:32:11,,
Case 3300,2012-06-05 07:15:35,2012-07-06 07:20:22,,,,,,,,2012-06-06 14:44:09,,2012-06-06 07:16:58,,
Case 3301,2011-09-30 07:58:06,2011-11-13 09:01:28,,,,,,,,2011-10-10 09:35:43,,2011-10-04 07:46:23,,
Case 3302,2010-12-17 09:18:32,2011-01-19 09:20:33,,,,,,,,2010-12-17 10:29:14,,2010-12-17 10:28:10,,
Case 3303,2011-12-22 13:15:42,2012-02-15 09:12:36,,,,,,,,2012-01-27 09:49:58,,2012-01-05 09:44:49,,2012-01-05 13:51:52
Case 3304,2011-03-31 12:20:28,2011-05-27 10:04:03,,,,,,,,2011-04-27 10:03:30,,2011-03-31 12:24:18,,2011-04-18 12:27:59
